text,sentiment,Time of Tweet,Age of User,Land Area (Km²),Continent,Density_Level,Population_Group
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,negative,night,70-100,227540.0,AF,Medium,Medium
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,morning,0-20,128900.0,EU,Low,Medium
this week of mine was not easy!  but finally it`s over! (:,negative,noon,21-30,340.0,NA,Medium,Low
   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,night,31-45,107160.0,NA,Medium,Medium
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive,morning,46-60,246000.0,AF,Low,Medium
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,noon,21-30,0.0,Other,High,Low
cooking with my dad  having lots of fun in the kitchen together,positive,night,31-45,111890.0,NA,Low,Medium
Bouncing Rush makes me feel nauseous,negative,morning,46-60,90530.0,EU,Medium,Medium
Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,noon,60-70,100250.0,EU,Low,Low
playing singstar without my fave duetter,negative,night,70-100,2973190.0,AS,Medium,High
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,morning,0-20,1811570.0,AS,Medium,High
" That`s just weird... :\  Oh, and what was it you were drawing for me?",negative,noon,21-30,1630000.0,AS,Low,Medium
Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,night,31-45,434320.0,AS,Low,Medium
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative,morning,46-60,68890.0,EU,Low,Medium
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,noon,60-70,21640.0,AS,Medium,Medium
"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",negative,night,70-100,294140.0,EU,Medium,Medium
 FIL 461 with cool people like me,positive,morning,0-20,10830.0,NA,Medium,Medium
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,noon,21-30,364555.0,AS,Medium,High
my son got stung by a bug for the first time  his little finger is slightly swollen.,negative,morning,46-60,2699700.0,AS,Low,Medium
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative,morning,0-20,17820.0,AS,Medium,Medium
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive,noon,21-30,191800.0,AS,Low,Medium
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,night,31-45,230800.0,AS,Low,Medium
I`m missing crab legs and attending my going away instead!,negative,morning,46-60,62200.0,EU,Low,Medium
Hicks are mean!,negative,noon,60-70,10230.0,AS,High,Medium
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative,night,70-100,30360.0,AF,Low,Medium
"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative,night,31-45,160.0,EU,Medium,Low
" And most of us are going to be stuck in an office, some without windows",negative,noon,60-70,2590.0,EU,Medium,Low
 No it`s not sad. Should make you proud,negative,night,70-100,581795.0,AF,Low,Medium
"   Sorry, we`ll try to keep it down.",negative,morning,0-20,94280.0,AF,Medium,Medium
"According to , a quarter of families under six live in poverty.",negative,night,31-45,300.0,AS,High,Low
the plan to not spend money is not going well,negative,morning,46-60,1220190.0,AF,Low,Medium
 congratulations ! you guys finish a month early than we do. booo,positive,night,70-100,180.0,OC,Medium,Low
" actually, I wish I was back in Tahoe.  I miss it there.",negative,morning,0-20,1030700.0,AF,Low,Medium
 but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative,night,31-45,1943950.0,NA,Low,High
workin a long day today... hopefully i can make some good tips,positive,night,70-100,1.0,EU,High,Low
 but it all went too quick and there wasn`t a chance lol,negative,morning,0-20,1553560.0,AS,Low,Medium
Hates headaches! Maybe I`m not ready to rock,negative,noon,21-30,13450.0,EU,Low,Low
 Thanks for the support,positive,night,31-45,446300.0,AF,Low,Medium
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive,noon,60-70,653290.0,Other,Low,Medium
Nyappy mother`s day to your mom`s.,positive,night,70-100,823000.0,AF,Low,Medium
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative,noon,21-30,143350.0,AS,Medium,Medium
" 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",negative,morning,46-60,263310.0,OC,Low,Medium
"_Libertine um, glad you enjoyed it...",positive,noon,60-70,120340.0,NA,Low,Medium
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,morning,0-20,910770.0,AF,Medium,High
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative,noon,21-30,120410.0,AS,Medium,Medium
I miss her alot and its only been one day,negative,night,31-45,25220.0,EU,Low,Medium
 sounds like you all had a great night . i`m glad it was successful,positive,morning,46-60,365000.0,EU,Low,Medium
 Thanks for sharing that,positive,noon,60-70,309500.0,AS,Low,Medium
 you should say mlia instead of fml  i hope you find it soon,positive,night,70-100,770880.0,AS,Medium,High
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive,morning,0-20,460.0,OC,Low,Low
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,night,31-45,74340.0,NA,Low,Medium
i am living in ignorance  :@,negative,night,70-100,1280000.0,SA,Low,Medium
 AWWWW  we`re gonna miss you!,negative,noon,21-30,306000.0,EU,Medium,Medium
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive,night,31-45,91590.0,EU,Medium,Medium
today was a lovely day! I had fun with  and  this evening!,positive,noon,60-70,230170.0,EU,Low,Medium
 Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative,night,70-100,16376870.0,EU,Low,High
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative,morning,0-20,24670.0,AF,High,Medium
 it was amazing,positive,noon,21-30,260.0,NA,Medium,Low
I`m sick and sad .... missing out on Martini Lounge tonight,negative,morning,46-60,390.0,NA,Medium,Low
Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,night,70-100,60.0,EU,High,Low
"Aw, not going to Toronto anymore.",negative,morning,0-20,960.0,AF,Medium,Low
 So sorry to hear about your mom! that really sucks,negative,noon,21-30,2149690.0,AS,Low,Medium
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive,night,31-45,192530.0,AF,Low,Medium
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative,morning,46-60,87460.0,EU,Low,Medium
I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative,noon,60-70,460.0,AF,Medium,Low
 sweet dreams,positive,night,70-100,72180.0,AF,Medium,Medium
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative,night,31-45,20140.0,EU,Medium,Medium
 haha thanks  its for history and its on how the invention of television has influence america lol,positive,night,70-100,1213090.0,AF,Low,Medium
"Stupid jobs, idk what to do.",negative,noon,21-30,610952.0,AF,Low,Medium
Shopped til i dropped....come bac sunshine i miss u,negative,night,31-45,498800.0,EU,Low,Medium
" Like your pics, Lucky Girl, again",positive,morning,46-60,62710.0,AS,Medium,Medium
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive,morning,0-20,410340.0,EU,Low,Medium
i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,negative,morning,46-60,139960.0,AS,Low,Medium
_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative,noon,60-70,885800.0,AF,Low,Medium
And the Sun is shinning.........at last,positive,morning,0-20,14870.0,Other,Low,Medium
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",negative,noon,21-30,54390.0,AF,Medium,Medium
"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",negative,night,70-100,770000.0,AS,Medium,Medium
why doesnt he want me anymore,negative,noon,21-30,30.0,OC,Medium,Low
bad hair day,negative,night,31-45,199810.0,AF,Medium,Medium
.....headache,negative,morning,46-60,579320.0,EU,Low,Medium
sorry guys i didn`t sign in for a while  sorry every1,negative,noon,60-70,83600.0,AS,Medium,Medium
_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,positive,night,31-45,425400.0,AS,Low,Medium
" I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",negative,morning,46-60,12200.0,OC,Low,Low
" http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",positive,morning,0-20,527970.0,AS,Low,Medium
happy mother`s day mothers.,positive,noon,21-30,743390.0,AF,Low,Medium
Stupid bipolar weather ruined my day off,negative,morning,46-60,652860.0,AS,Low,Medium
 I didn`t want to tell you but I think it`s your body odour,negative,noon,60-70,27400.0,EU,Medium,Medium
 thats pretty bad quality and probably the worst pic u posted till date,negative,morning,0-20,470.0,EU,Medium,Low
I missed your calls,negative,noon,21-30,1246700.0,AF,Low,Medium
 Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,negative,night,31-45,440.0,NA,Medium,Low
just came back from karaoke & eating dinner with emily. it was sooooo much fun,positive,morning,46-60,2736690.0,SA,Low,Medium
 Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,positive,noon,60-70,28470.0,AS,Medium,Medium
" did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",negative,morning,0-20,82400.0,EU,Medium,Medium
Just got back from working out. I`m feeling pretty good. work at 4:30,positive,noon,21-30,82658.0,AS,Medium,Medium
" So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive,morning,46-60,760.0,AS,High,Medium
DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,positive,noon,60-70,130170.0,AS,High,High
working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,negative,morning,0-20,202910.0,EU,Low,Medium
 I submitted my resume the same day and saw no answer back. Oh well...,negative,noon,21-30,30280.0,EU,Medium,Medium
I love when ryans a housewife. Makes me smile.,positive,morning,46-60,112760.0,AF,Medium,Medium
Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,negative,noon,60-70,38100.0,AS,Low,Low
 boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,negative,night,70-100,1083300.0,SA,Low,Medium
missed out on westcott micro apollo too,negative,noon,21-30,566730.0,AF,Low,Medium
 .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,positive,night,31-45,8358140.0,SA,Low,High
"finally gone to the beach, yeaaaah!",positive,morning,46-60,5270.0,AS,Low,Low
_ranjan Did I ever mention what a nice and awesome dude you are?,positive,noon,60-70,108560.0,EU,Low,Medium
 Hello Gorgeous GIRL! Nice new pic!  HOw are you today,positive,morning,0-20,25680.0,AF,Medium,Medium
Ok that **** duet was hysterical LOL,positive,noon,21-30,318000.0,AF,Low,Medium
" either way, you always tend to make my #followfriday list, sweetie - you do rock that much",positive,noon,60-70,472710.0,AF,Low,Medium
"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",positive,morning,0-20,622980.0,AF,Low,Medium
I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,negative,noon,21-30,1259200.0,AF,Low,Medium
"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?",positive,morning,46-60,9388211.0,AS,Medium,High
"booziest weekend in a long time, good fun though!",positive,noon,60-70,1109500.0,SA,Low,Medium
Counting the hours of lost sunshine until the Weekend,negative,night,70-100,1861.0,AF,Medium,Low
"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",negative,morning,0-20,342000.0,Other,Low,Medium
 Ok then have a good day,positive,night,31-45,55960.0,EU,Low,Medium
im back to this z-index problem...again,negative,morning,0-20,2267050.0,AF,Low,Medium
is anyone out there??  so bored at work...,negative,noon,21-30,42430.0,EU,Medium,Medium
Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,negative,night,31-45,23180.0,AF,Low,Low
first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,negative,morning,0-20,995450.0,AF,Medium,High
says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,positive,night,31-45,28050.0,AF,Low,Medium
sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,negative,noon,60-70,42390.0,EU,Low,Medium
_michele thanks for that...am now following them...love good causes,positive,morning,0-20,1000000.0,AF,Medium,High
 Not available in my area  I would too,negative,noon,21-30,18270.0,OC,Low,Low
Waiting for 5:00 & having cramps,negative,noon,60-70,257670.0,AF,Low,Medium
philosophy final today! thank you  it`s 3 days now!!!!,positive,night,70-100,10120.0,AF,Medium,Medium
1st presentation for senior boards? FML,negative,noon,60-70,340.0,NA,Medium,Low
" lol i know but it was just so funny, ahaha",positive,night,70-100,107160.0,NA,Medium,Medium
Wide awake and grouchy as ****.,negative,morning,0-20,246000.0,AF,Low,Medium
"just when i thought things couldn`t get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",negative,noon,21-30,28120.0,AF,Low,Medium
